Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000314,Female,Yes,3+,Graduate,No,16333,769,302.0,480,1.0,Semiurban,Y
LP000315,Male,Yes,0,Graduate,No,3881,1422,68.0,360,1.0,Urban,Y
LP000316,Male,Yes,0,Graduate,No,10654,8598,249.0,360,0.0,Rural,N
LP000317,Male,No,0,Graduate,Yes,3967,2972,269.0,360,1.0,Urban,Y
LP000318,Male,Yes,0,Not Graduate,No,15939,1872,185.0,360,1.0,Urban,Y
LP000319,Male,Yes,0,Graduate,No,19764,5599,272.0,360,1.0,Urban,Y
LP000320,Male,Yes,3+,Graduate,No,14506,2269,52.0,360,1.0,Rural,Y
LP000321,Male,Yes,1,Graduate,No,5649,5275,285.0,360,1.0,Semiurban,Y
LP000322,Male,No,1,Graduate,No,10392,4749,391.0,360,1.0,Rural,Y
LP000323,Male,Yes,0,Graduate,No,18636,6571,277.0,360,1.0,Urban,Y
LP000324,Female,No,2,Not Graduate,No,3668,9373,450.0,360,0.0,Semiurban,N
LP000325,Male,Yes,3+,Graduate,No,14856,5072,191.0,360,1.0,Semiurban,Y
LP000326,Male,Yes,2,Not Graduate,Yes,5629,9631,58.0,360,1.0,Rural,Y
LP000327,Male,No,0,Graduate,No,17532,5463,239.0,360,1.0,Urban,Y
LP000328,Male,No,1,Graduate,Yes,5026,7450,399.0,360,1.0,Urban,Y
LP000329,Male,Yes,0,Graduate,No,13559,8420,,360,1.0,Urban,Y
LP000330,Male,Yes,0,Graduate,No,6016,3959,214.0,360,1.0,Rural,Y
LP000331,Male,No,0,Graduate,Yes,12886,1313,,360,1.0,Semiurban,Y
LP000332,Male,Yes,1,Graduate,No,6055,7847,325.0,360,,Semiurban,Y
LP000333,Male,No,1,Graduate,No,18512,1070,340.0,360,1.0,Semiurban,Y
LP000334,Male,No,0,Not Graduate,No,16657,9166,102.0,360,0.0,Rural,N
LP000335,Male,No,0,Graduate,Yes,7611,9930,224.0,180,1.0,Rural,Y
LP000336,,Yes,0,Not Graduate,No,9252,3285,159.0,360,0.0,Semiurban,N
LP000337,Male,No,0,Graduate,No,19329,8949,252.0,180,1.0,Urban,Y
LP000338,Male,Yes,0,Graduate,No,8864,3095,485.0,360,1.0,Urban,Y
LP000339,Male,Yes,0,Graduate,No,6126,320,185.0,480,1.0,Rural,Y
LP000340,Male,Yes,2,Not Graduate,No,6375,2321,53.0,360,,Semiurban,Y
LP000341,Male,Yes,0,Graduate,Yes,7997,555,204.0,360,0.0,Urban,N
LP000342,Male,No,0,Graduate,No,18479,4939,221.0,240,1.0,Semiurban,Y
LP000343,Male,No,0,Graduate,No,14029,5432,473.0,360,0.0,Rural,N
LP000344,,No,3+,Graduate,No,19145,1386,407.0,360,1.0,Semiurban,Y
LP000345,Male,Yes,1,Graduate,No,15882,4763,96.0,360,1.0,Semiurban,Y
LP000346,Male,Yes,1,Graduate,No,6525,6854,143.0,360,1.0,Rural,Y
LP000347,Male,Yes,0,Graduate,No,12958,7637,477.0,360,1.0,Semiurban,Y
LP000348,Male,No,1,Graduate,No,16344,4841,97.0,360,1.0,Urban,Y
LP000349,Male,Yes,0,Graduate,No,6675,3867,289.0,360,1.0,Rural,Y
LP000350,Male,No,1,Graduate,No,11674,3793,,360,1.0,Rural,Y
LP000351,Female,Yes,3+,Graduate,No,5943,7373,,180,1.0,Rural,Y
LP000352,Male,Yes,1,Not Graduate,No,13225,2513,485.0,360,0.0,Semiurban,N
LP000353,Male,No,2,Graduate,No,3193,3803,389.0,360,1.0,Urban,Y
LP000354,Male,Yes,1,Graduate,No,10847,2327,373.0,360,0.0,Rural,N
LP000355,Male,No,0,Graduate,No,14280,8809,188.0,360,1.0,Urban,Y
LP000356,Male,No,3+,Graduate,No,16341,2165,254.0,360,1.0,Rural,Y
LP000357,Male,Yes,0,Graduate,No,16754,3308,430.0,360,0.0,Rural,N
LP000358,Female,Yes,0,Not Graduate,No,16521,6452,,360,1.0,Semiurban,Y
LP000359,Male,Yes,0,Graduate,No,15868,8067,53.0,360,0.0,Rural,N
LP000360,Male,No,0,Not Graduate,Yes,8224,7642,125.0,360,1.0,Rural,Y
LP000361,Male,Yes,0,Graduate,No,3907,6404,378.0,480,1.0,Urban,Y
LP000362,Male,Yes,0,Graduate,No,10532,992,126.0,180,1.0,Semiurban,Y
LP000363,Male,Yes,0,Graduate,No,17072,5424,353.0,360,1.0,Urban,Y
LP000364,Female,No,1,Not Graduate,No,9894,9569,305.0,360,1.0,Semiurban,Y
LP000365,Male,Yes,0,Graduate,No,19435,4381,459.0,360,1.0,Urban,Y
LP000366,Female,No,0,Graduate,Yes,14086,3174,151.0,360,1.0,Semiurban,Y
LP000367,Female,No,0,Graduate,No,15426,4782,155.0,360,,Rural,N
LP000368,Male,Yes,0,Graduate,No,3497,9497,382.0,360,1.0,Rural,Y
LP000369,Male,Yes,1,Graduate,No,16890,5560,88.0,360,1.0,Urban,Y
LP000370,Male,No,1,Graduate,No,8599,7460,363.0,360,1.0,Semiurban,Y
LP000371,Male,Yes,2,Graduate,No,16009,3078,,180,1.0,Semiurban,Y
LP000372,Male,No,1,Graduate,Yes,7990,2983,137.0,360,0.0,Rural,Y
LP000373,Male,Yes,0,Graduate,No,8116,7259,260.0,360,1.0,Semiurban,Y
LP000374,Male,Yes,1,Not Graduate,No,18458,6054,418.0,360,1.0,Semiurban,Y
LP000375,Male,No,0,Graduate,No,4748,2523,,360,1.0,Rural,Y
LP000376,Female,Yes,0,Graduate,No,19732,9677,126.0,360,1.0,Semiurban,Y
LP000377,Male,Yes,2,Graduate,No,13248,4581,491.0,360,0.0,Rural,N
LP000378,Female,Yes,0,Graduate,No,13014,5609,77.0,360,1.0,Rural,Y
LP000379,,Yes,2,Graduate,No,11195,2001,294.0,360,0.0,Rural,N
LP000380,Male,Yes,2,Graduate,Yes,10570,1387,115.0,360,1.0,Urban,Y
LP000381,Male,Yes,2,Graduate,Yes,11394,6552,315.0,360,0.0,Semiurban,N
LP000382,Male,No,3+,Graduate,No,19198,1030,431.0,360,1.0,Rural,Y
LP000383,Female,Yes,0,Graduate,No,17623,9957,254.0,360,0.0,Semiurban,N
LP000384,Male,No,0,Graduate,No,4876,1220,107.0,360,0.0,Semiurban,N
LP000385,Female,Yes,1,Not Graduate,No,6878,6035,250.0,360,0.0,Urban,N
LP000386,Male,No,0,Graduate,No,13682,9810,274.0,180,1.0,Urban,Y
LP000387,Male,Yes,1,Graduate,Yes,3074,9455,191.0,360,1.0,Semiurban,Y
LP000388,Male,No,1,Graduate,Yes,15830,6523,430.0,360,,Semiurban,Y
LP000389,Female,,1,Graduate,Yes,11449,8074,417.0,360,1.0,Semiurban,Y
LP000390,Female,Yes,0,Graduate,No,8170,9063,133.0,360,1.0,Semiurban,Y
LP000391,Male,Yes,0,Not Graduate,No,9067,834,192.0,360,1.0,Semiurban,Y
LP000392,Male,Yes,0,Not Graduate,No,15216,9110,,360,1.0,Semiurban,Y
LP000393,Male,Yes,0,Graduate,Yes,8617,1724,82.0,480,1.0,Semiurban,Y
LP000394,Male,Yes,2,Not Graduate,No,10337,6598,450.0,480,1.0,Semiurban,Y
LP000395,Female,No,0,Not Graduate,No,19087,2413,201.0,360,1.0,Semiurban,Y
LP000396,Female,Yes,0,Not Graduate,No,17031,9505,207.0,360,1.0,Urban,Y
LP000397,Male,Yes,0,Not Graduate,Yes,10998,5993,495.0,360,1.0,Semiurban,Y
LP000398,Male,Yes,1,Graduate,No,6609,4498,190.0,360,1.0,Semiurban,Y
LP000399,Male,No,1,Graduate,Yes,19606,2105,495.0,360,1.0,Semiurban,Y
LP000400,Male,Yes,0,Graduate,Yes,16021,2568,300.0,360,0.0,Urban,N
LP000401,Female,Yes,0,Graduate,No,11220,9330,352.0,360,0.0,Rural,N
LP000402,Male,Yes,0,Not Graduate,No,7393,209,161.0,360,0.0,Urban,N
LP000403,Female,No,0,Graduate,No,19227,9256,193.0,360,0.0,Rural,N
LP000404,Male,No,1,Graduate,No,10900,4911,499.0,360,1.0,Urban,Y
LP000405,Female,Yes,1,Not Graduate,No,17106,2220,258.0,360,1.0,Rural,Y
LP000406,Male,No,0,Not Graduate,No,12639,233,273.0,360,1.0,Semiurban,N
LP000407,Male,No,0,Not Graduate,No,19803,792,92.0,360,1.0,Semiurban,Y
LP000408,Female,Yes,3+,Graduate,No,4544,3110,,360,1.0,Urban,Y
LP000409,Male,No,0,Graduate,No,19302,2166,293.0,360,1.0,Urban,Y
LP000410,Male,Yes,1,Graduate,Yes,19983,8526,52.0,360,1.0,Urban,Y
LP000411,Female,Yes,0,Graduate,Yes,5892,9551,174.0,360,1.0,Urban,Y
LP000412,Female,Yes,0,Graduate,No,13172,5193,317.0,360,1.0,Semiurban,Y
LP000413,Male,,0,Graduate,No,16944,1214,133.0,360,,Urban,Y
LP000414,,Yes,0,Not Graduate,No,9284,4419,65.0,360,1.0,Rural,Y
LP000415,Male,No,3+,Graduate,No,3570,7314,383.0,360,1.0,Urban,Y
LP000416,Male,Yes,0,Graduate,No,4350,8475,108.0,360,1.0,Rural,Y
LP000417,Male,Yes,0,Graduate,Yes,14890,212,226.0,360,1.0,Semiurban,Y
LP000418,Male,Yes,0,Graduate,No,5439,1658,112.0,360,0.0,Urban,Y
LP000419,Male,No,0,Graduate,No,12595,5024,495.0,360,1.0,Semiurban,Y
LP000420,Male,Yes,0,Graduate,Yes,18801,9609,98.0,360,1.0,Urban,Y
LP000421,Male,Yes,0,Graduate,No,9694,5917,356.0,240,1.0,Urban,Y
LP000422,,Yes,2,Graduate,No,8351,5141,295.0,180,1.0,Semiurban,Y
LP000423,Male,Yes,0,Graduate,No,18878,1794,338.0,360,1.0,Semiurban,Y
LP000424,Male,,0,Not Graduate,No,3178,5988,335.0,360,1.0,Rural,Y
LP000425,Male,No,3+,Graduate,No,3488,8296,492.0,360,1.0,Semiurban,Y
LP000426,Male,Yes,0,Graduate,No,4002,5578,381.0,360,0.0,Rural,N
LP000427,Female,No,3+,Graduate,Yes,18698,5551,64.0,120,0.0,Rural,Y
LP000428,Male,Yes,0,Not Graduate,No,18367,3845,387.0,360,1.0,Rural,Y
LP000429,Male,No,2,Graduate,No,16766,6906,304.0,180,1.0,Semiurban,Y
LP000430,Male,Yes,1,Graduate,No,9154,378,141.0,240,1.0,Urban,Y
LP000431,Male,Yes,2,Not Graduate,No,4940,3293,328.0,360,1.0,Urban,Y
LP000432,Male,Yes,3+,Graduate,No,12734,3329,,360,1.0,Semiurban,Y
LP000433,Male,No,0,Graduate,No,9867,4808,143.0,360,1.0,Semiurban,Y
LP000434,Male,Yes,3+,Graduate,Yes,15990,7937,274.0,360,1.0,Urban,Y
LP000435,Male,Yes,0,Graduate,No,5094,224,350.0,180,0.0,Semiurban,N
LP000436,Male,Yes,0,Graduate,No,8017,737,367.0,360,1.0,Urban,Y
LP000437,Female,No,0,Graduate,No,11719,235,248.0,360,1.0,Rural,Y
LP000438,Male,Yes,0,Not Graduate,No,8810,711,320.0,360,1.0,Urban,Y
LP000439,,No,0,Not Graduate,No,6039,5988,283.0,360,0.0,Semiurban,N
LP000440,Male,No,0,Graduate,No,17244,1888,,180,1.0,Rural,Y
LP000441,Female,Yes,0,Graduate,No,8878,7173,113.0,360,1.0,Urban,Y
LP000442,Male,No,2,Graduate,No,11865,1259,279.0,360,1.0,Semiurban,Y
LP000443,Male,Yes,2,Not Graduate,No,13922,5246,479.0,360,1.0,Rural,Y
LP000444,Female,No,0,Not Graduate,No,7411,7271,489.0,360,0.0,Urban,N
LP000445,Female,Yes,0,Graduate,No,2903,748,298.0,360,1.0,Urban,Y
LP000446,Female,No,0,Not Graduate,No,15680,3551,295.0,180,1.0,Semiurban,Y
LP000447,Male,No,0,Graduate,No,6663,6400,477.0,360,1.0,Semiurban,Y
LP000448,Male,No,0,Graduate,No,18971,6643,124.0,360,1.0,Semiurban,Y
LP000449,Male,No,0,Graduate,No,16836,8701,206.0,360,1.0,Urban,Y
LP000450,Male,Yes,0,Graduate,No,7970,1823,272.0,360,1.0,Semiurban,Y
LP000451,,Yes,3+,Graduate,No,17453,6852,239.0,360,1.0,Urban,Y
LP000452,,No,0,Graduate,No,8776,7777,101.0,480,1.0,Rural,Y
LP000453,Female,Yes,0,Graduate,No,8239,4232,,360,1.0,Urban,Y
LP000454,Male,Yes,1,Not Graduate,No,9023,6519,137.0,360,0.0,Rural,N
LP000455,Male,No,0,Graduate,Yes,17493,1777,362.0,360,1.0,Semiurban,Y
LP000456,Male,No,0,Graduate,No,15373,1222,388.0,360,1.0,Rural,Y
LP000457,,No,1,Graduate,Yes,15919,7630,115.0,360,1.0,Semiurban,Y
LP000458,Male,Yes,0,Graduate,No,16957,1777,,360,1.0,Semiurban,Y
LP000459,Male,,0,Graduate,No,4564,9496,69.0,360,,Semiurban,Y
LP000460,Male,Yes,3+,Graduate,No,7815,7490,82.0,360,1.0,Rural,Y
LP000461,Male,No,2,Graduate,No,13066,4859,377.0,360,1.0,Semiurban,Y
LP000462,Male,Yes,1,Graduate,No,2817,8893,330.0,360,1.0,Semiurban,Y
LP000463,Male,No,0,Graduate,Yes,8630,8118,95.0,360,1.0,Semiurban,Y
LP000464,Female,No,1,Graduate,No,9919,2989,122.0,480,1.0,Rural,Y
LP000465,Male,Yes,0,Graduate,No,4542,8343,403.0,360,1.0,Semiurban,Y
LP000466,Male,No,0,Graduate,Yes,7098,1325,362.0,360,1.0,Semiurban,Y
LP000467,Female,Yes,0,Graduate,No,12714,9493,392.0,180,1.0,Semiurban,Y
LP000468,Male,No,0,Not Graduate,No,2618,9903,,180,1.0,Semiurban,Y
LP000469,Female,No,0,Graduate,No,3209,5127,104.0,360,0.0,Rural,N
LP000470,Male,Yes,0,Graduate,No,18357,8998,110.0,360,1.0,Rural,Y
LP000471,Female,No,3+,Graduate,No,15101,2722,394.0,360,1.0,Semiurban,Y
LP000472,Male,No,3+,Graduate,No,5750,4656,57.0,360,1.0,Semiurban,Y
LP000473,Female,Yes,1,Graduate,No,10561,1325,321.0,360,1.0,Rural,Y
LP000474,Male,Yes,0,Not Graduate,No,11109,4133,295.0,360,1.0,Semiurban,Y
LP000475,Female,No,2,Not Graduate,No,5103,9351,225.0,360,1.0,Rural,Y
LP000476,Male,,0,Not Graduate,No,14546,2869,165.0,360,1.0,Urban,Y
LP000477,Male,No,2,Graduate,No,19985,1242,366.0,480,,Urban,Y
LP000478,Female,No,0,Graduate,No,10357,8539,320.0,360,1.0,Urban,Y
LP000479,Male,Yes,2,Graduate,No,14120,1831,242.0,360,1.0,Semiurban,Y
LP000480,Male,No,0,Graduate,No,10677,1569,199.0,180,1.0,Rural,Y
LP000481,Male,Yes,2,Graduate,No,14326,7246,180.0,240,1.0,Urban,Y
LP000482,Male,Yes,3+,Graduate,No,16390,1918,151.0,360,1.0,Rural,Y
LP000483,Male,Yes,0,Not Graduate,No,19392,6416,359.0,360,1.0,Semiurban,Y
LP000484,Male,Yes,0,Graduate,No,16330,3232,319.0,360,1.0,Rural,Y
LP000485,Female,Yes,3+,Graduate,No,11984,3758,341.0,480,1.0,Semiurban,Y
LP000486,Male,Yes,0,Graduate,Yes,7995,5997,259.0,360,1.0,Rural,Y
LP000487,Male,No,2,Graduate,No,13767,2355,410.0,360,1.0,Urban,Y
LP000488,Female,Yes,1,Graduate,No,9898,9589,387.0,360,1.0,Rural,Y
LP000489,,Yes,0,Graduate,No,9243,1824,116.0,360,1.0,Urban,Y
LP000490,Male,Yes,0,Graduate,No,7671,7280,59.0,360,0.0,Semiurban,N
LP000491,Male,Yes,0,Graduate,No,18505,4060,98.0,360,0.0,Rural,Y
LP000492,Male,Yes,2,Not Graduate,No,19208,5324,160.0,360,1.0,Urban,Y
LP000493,Male,Yes,0,Not Graduate,No,15504,404,370.0,360,1.0,Urban,Y
LP000494,,Yes,0,Graduate,No,13462,1721,268.0,360,1.0,Semiurban,Y
LP000495,Male,No,0,Graduate,No,13275,5316,106.0,360,1.0,Semiurban,Y
LP000496,Male,Yes,1,Not Graduate,No,6057,3845,332.0,360,1.0,Semiurban,Y
LP000497,,Yes,2,Not Graduate,Yes,6087,4210,162.0,360,1.0,Urban,Y
LP000498,Female,Yes,3+,Graduate,No,19035,64,182.0,360,1.0,Urban,Y
LP000499,Female,No,0,Graduate,No,3454,9491,120.0,360,1.0,Semiurban,Y
LP000500,Male,Yes,2,Graduate,No,16294,6382,132.0,360,1.0,Urban,Y
LP000501,Male,Yes,2,Not Graduate,No,3187,9607,,360,1.0,Rural,Y
LP000502,Male,Yes,1,Not Graduate,No,11001,968,425.0,360,1.0,Urban,Y
LP000503,Female,Yes,3+,Graduate,Yes,17638,368,398.0,360,1.0,Semiurban,Y
LP000504,Male,Yes,0,Not Graduate,No,12194,8424,320.0,360,1.0,Urban,Y
LP000505,Male,Yes,0,Graduate,No,5627,2242,160.0,360,,Urban,Y
LP000506,,Yes,2,Not Graduate,No,15260,5002,406.0,360,1.0,Semiurban,Y
LP000507,Female,Yes,0,Graduate,Yes,14059,3083,424.0,360,1.0,Semiurban,Y
LP000508,Female,Yes,2,Not Graduate,No,17296,8073,125.0,360,1.0,Urban,Y
LP000509,Male,No,2,Graduate,No,5895,9112,207.0,360,1.0,Urban,Y
LP000510,Male,No,0,Graduate,No,3345,8880,69.0,360,1.0,Urban,Y
LP000511,Male,No,2,Graduate,No,3664,1469,470.0,360,0.0,Rural,N
LP000512,Female,No,0,Not Graduate,Yes,15454,4725,180.0,480,1.0,Semiurban,Y
LP000513,Female,Yes,0,Not Graduate,No,8404,4259,378.0,360,1.0,Urban,Y
LP000514,Male,Yes,1,Not Graduate,No,16231,3622,171.0,360,1.0,Semiurban,Y
LP000515,Male,Yes,3+,Not Graduate,No,2854,823,90.0,360,1.0,Rural,Y
LP000516,Male,Yes,0,Graduate,No,5317,3431,216.0,360,1.0,Rural,Y
LP000517,Female,No,0,Graduate,No,6332,6528,,360,1.0,Rural,Y
LP000518,Female,Yes,1,Graduate,No,14967,4151,179.0,360,,Urban,Y
LP000519,Male,No,1,Graduate,Yes,10757,4213,72.0,360,1.0,Urban,Y
LP000520,Male,Yes,1,Graduate,No,15607,7420,328.0,360,1.0,Urban,Y
LP000521,,No,0,Graduate,No,14958,8989,300.0,360,1.0,Rural,Y
LP000522,Female,Yes,0,Graduate,No,13213,779,449.0,360,,Rural,Y
LP000523,Female,Yes,0,Graduate,No,5081,2892,58.0,360,1.0,Semiurban,Y
LP000524,Female,Yes,2,Graduate,No,12082,5534,62.0,360,1.0,Urban,Y
LP000525,Male,Yes,0,Graduate,No,10918,3306,461.0,360,1.0,Semiurban,Y
LP000526,Male,Yes,0,Not Graduate,No,16919,2902,460.0,480,1.0,Urban,Y
LP000527,,Yes,3+,Graduate,No,14314,3718,356.0,360,1.0,Urban,Y
LP000528,Male,No,0,Not Graduate,No,3536,21,369.0,360,1.0,Semiurban,Y
LP000529,Female,Yes,3+,Graduate,No,12524,1500,101.0,360,1.0,Urban,Y
LP000530,Female,Yes,1,Graduate,No,13432,9034,258.0,360,1.0,Urban,Y
LP000531,Female,Yes,2,Not Graduate,No,9935,9952,87.0,360,1.0,Semiurban,Y
LP000532,Female,No,0,Graduate,No,4048,3641,149.0,360,1.0,Urban,Y
LP000533,Male,Yes,0,Graduate,No,7565,5212,242.0,360,1.0,Urban,Y
LP000534,Male,Yes,1,Graduate,No,5907,191,451.0,360,1.0,Urban,Y
LP000535,Female,Yes,2,Graduate,No,3139,8587,240.0,360,1.0,Rural,Y
LP000536,Female,Yes,2,Graduate,No,2672,7174,,360,1.0,Rural,Y
LP000537,Male,No,0,Graduate,No,8166,5114,442.0,360,1.0,Urban,Y
LP000538,Male,Yes,2,Graduate,Yes,6854,4662,190.0,360,1.0,Semiurban,Y
LP000539,Male,Yes,2,Graduate,Yes,12609,4326,217.0,180,1.0,Urban,Y
LP000540,Female,No,1,Graduate,No,5386,9065,360.0,360,1.0,Semiurban,Y
LP000541,Male,Yes,2,Not Graduate,No,4664,4335,158.0,480,1.0,Rural,Y
LP000542,,Yes,2,Graduate,No,6445,8281,256.0,360,1.0,Rural,Y
LP000543,Male,Yes,1,Graduate,No,12901,8648,476.0,360,0.0,Semiurban,N
LP000544,Male,No,0,Not Graduate,No,10246,9196,349.0,360,1.0,Rural,Y
LP000545,Male,Yes,0,Graduate,No,14475,5494,159.0,360,1.0,Rural,Y
LP000546,Male,No,0,Graduate,Yes,10254,8536,245.0,360,1.0,Rural,Y
LP000547,Male,Yes,0,Graduate,No,18096,2711,466.0,360,1.0,Semiurban,Y
LP000548,Male,Yes,0,Graduate,No,7685,7595,201.0,360,1.0,Semiurban,Y
LP000549,Male,Yes,0,Graduate,No,3593,6273,469.0,360,0.0,Semiurban,N
LP000550,Male,No,0,Not Graduate,No,6380,6284,292.0,360,1.0,Urban,Y
LP000551,Female,Yes,0,Graduate,Yes,13186,9308,177.0,360,1.0,Urban,Y
LP000552,Male,No,2,Graduate,No,13271,8817,,360,1.0,Rural,Y
LP000553,Male,No,3+,Graduate,No,13180,3994,59.0,180,1.0,Semiurban,Y
LP000554,Female,Yes,0,Graduate,No,5285,1678,405.0,360,1.0,Rural,Y
LP000555,Male,Yes,3+,Graduate,No,17299,8414,197.0,360,1.0,Urban,Y
LP000556,Male,Yes,0,Graduate,No,18780,743,414.0,360,1.0,Urban,Y
LP000557,Male,Yes,0,Graduate,No,9039,462,413.0,360,1.0,Rural,Y
LP000558,Male,No,0,Graduate,No,18516,1568,189.0,360,1.0,Semiurban,Y
LP000559,Male,No,0,Graduate,No,17230,1736,239.0,360,1.0,Urban,Y
LP000560,Male,Yes,2,Graduate,No,13065,7903,451.0,360,1.0,Rural,Y
LP000561,,Yes,1,Not Graduate,No,10560,7002,143.0,360,1.0,Rural,Y
LP000562,Male,No,0,Graduate,No,6490,8856,278.0,360,1.0,Semiurban,Y
LP000563,Male,Yes,0,Graduate,Yes,6595,1356,112.0,360,1.0,Rural,Y
LP000564,,No,0,Graduate,No,17049,1014,389.0,360,1.0,Semiurban,Y
LP000565,Male,Yes,0,Graduate,No,12479,1054,74.0,360,1.0,Rural,Y
LP000566,Male,No,0,Graduate,No,7908,1764,317.0,360,1.0,Rural,Y
LP000567,Male,Yes,0,Graduate,No,16437,6009,454.0,360,1.0,Urban,Y
LP000568,Female,Yes,2,Graduate,Yes,5333,4458,,180,0.0,Semiurban,N
LP000569,Male,,3+,Not Graduate,No,7785,9604,60.0,360,1.0,Urban,Y
LP000570,Male,Yes,0,Graduate,No,12089,667,369.0,360,1.0,Urban,Y
LP000571,Male,Yes,3+,Graduate,No,17208,3370,250.0,360,1.0,Rural,Y
LP000572,Male,,0,Not Graduate,No,16616,5976,175.0,360,1.0,Semiurban,Y
LP000573,Male,,0,Not Graduate,No,10145,1394,355.0,360,1.0,Rural,Y
LP000574,Female,Yes,0,Not Graduate,No,14518,8290,239.0,360,0.0,Rural,N
LP000575,Female,Yes,1,Graduate,No,13389,4070,138.0,360,1.0,Rural,Y
LP000576,Male,Yes,3+,Graduate,No,7277,6982,404.0,360,0.0,Rural,N
LP000577,Female,Yes,1,Graduate,No,18494,8613,,360,1.0,Semiurban,Y
LP000578,Male,Yes,0,Graduate,No,5235,5599,401.0,360,1.0,Semiurban,Y
LP000579,Male,Yes,1,Graduate,No,16111,3650,226.0,360,1.0,Urban,Y
LP000580,Male,Yes,0,Graduate,No,8868,9324,63.0,360,1.0,Semiurban,Y
LP000581,Female,Yes,2,Not Graduate,No,19705,9894,306.0,360,1.0,Semiurban,Y
LP000582,Male,Yes,0,Graduate,No,2662,3620,258.0,180,1.0,Semiurban,Y
LP000583,Male,Yes,0,Not Graduate,No,10277,3190,330.0,360,1.0,Semiurban,Y
LP000584,Male,No,1,Graduate,No,17349,8789,492.0,360,1.0,Rural,Y
LP000585,Male,Yes,1,Graduate,No,6035,391,377.0,360,1.0,Rural,Y
LP000586,Male,No,0,Graduate,No,15903,1075,374.0,360,1.0,Semiurban,Y
LP000587,Male,Yes,1,Graduate,Yes,17016,2650,438.0,360,1.0,Semiurban,Y
LP000588,Male,Yes,0,Graduate,No,10459,2384,154.0,480,1.0,Urban,Y
LP000589,Male,No,1,Graduate,No,6433,809,196.0,360,1.0,Urban,Y
LP000590,Male,No,2,Not Graduate,No,5885,8047,328.0,360,1.0,Rural,Y
LP000591,Male,No,2,Graduate,No,3422,5501,58.0,360,1.0,Urban,Y
LP000592,Male,Yes,0,Graduate,No,12867,6895,167.0,360,1.0,Rural,Y
LP000593,Male,Yes,0,Graduate,No,16237,1159,143.0,360,1.0,Semiurban,Y
LP000594,Female,No,0,Graduate,No,3064,7574,483.0,360,0.0,Urban,N
LP000595,Male,,2,Graduate,No,13289,1531,193.0,360,1.0,Urban,Y
LP000596,Male,Yes,0,Graduate,No,5000,5481,338.0,180,1.0,Semiurban,Y
LP000597,Male,Yes,0,Graduate,No,9381,7548,435.0,360,1.0,Semiurban,Y
LP000598,Male,Yes,0,Graduate,No,6136,4976,63.0,360,0.0,Rural,N
LP000599,,No,0,Graduate,No,2723,5695,306.0,360,1.0,Rural,Y
LP000600,Male,Yes,1,Graduate,No,8797,8445,395.0,360,1.0,Semiurban,Y
LP000601,Male,Yes,0,Graduate,No,17395,3548,235.0,360,0.0,Rural,N
LP000602,Male,Yes,2,Graduate,No,2850,6163,394.0,240,0.0,Semiurban,N
LP000603,Male,Yes,0,Graduate,No,7232,6671,449.0,360,0.0,Rural,N
LP000604,Male,Yes,0,Graduate,No,3517,5264,256.0,360,1.0,Urban,Y
LP000605,Male,Yes,0,Graduate,No,17729,1231,395.0,360,1.0,Rural,Y
LP000606,Male,Yes,0,Not Graduate,No,9670,2423,480.0,360,1.0,Semiurban,Y
LP000607,Male,No,0,Graduate,No,15803,8071,221.0,360,1.0,Urban,Y
LP000608,Male,Yes,1,Not Graduate,No,8707,4261,319.0,360,1.0,Urban,Y
LP000609,Male,Yes,0,Not Graduate,No,14816,9765,270.0,360,,Semiurban,Y
LP000610,Male,No,2,Graduate,No,4919,2908,201.0,360,1.0,Urban,Y
LP000611,Male,No,0,Graduate,Yes,8740,4712,160.0,360,1.0,Urban,Y
LP000612,Male,Yes,0,Graduate,No,4393,6755,232.0,360,1.0,Rural,Y
LP000613,Male,Yes,2,Not Graduate,Yes,16253,9817,,180,0.0,Rural,N
LP000614,Female,Yes,0,Graduate,No,7822,3883,388.0,360,1.0,Rural,Y
LP000615,Female,No,0,Graduate,No,13732,3515,121.0,360,1.0,Rural,Y
LP000616,Male,No,0,Graduate,No,5617,3403,467.0,360,1.0,Rural,Y
LP000617,Male,No,0,Not Graduate,No,6661,4598,435.0,480,1.0,Semiurban,Y
LP000618,Female,Yes,2,Not Graduate,No,18023,5008,332.0,360,0.0,Urban,N
LP000619,Male,No,0,Graduate,No,6542,6222,123.0,360,1.0,Rural,Y
LP000620,Male,Yes,2,Graduate,No,6933,4009,404.0,360,1.0,Rural,Y
LP000621,Male,Yes,2,Graduate,No,16516,2735,264.0,360,1.0,Semiurban,Y
LP000622,Male,Yes,0,Graduate,No,5158,4491,377.0,360,1.0,Semiurban,Y
LP000623,Male,No,3+,Not Graduate,No,13410,8593,72.0,360,1.0,Semiurban,Y
LP000624,Male,Yes,0,Graduate,No,5444,974,117.0,360,1.0,Rural,Y
LP000625,Male,No,3+,Graduate,No,9710,223,447.0,180,1.0,Semiurban,Y
LP000626,Male,Yes,0,Graduate,No,11287,4613,496.0,360,0.0,Rural,N
LP000627,Male,Yes,1,Not Graduate,No,4486,6777,422.0,360,1.0,Rural,Y
LP000628,Male,Yes,0,Not Graduate,No,13442,8427,411.0,360,1.0,Semiurban,Y
